order_id,date_id,location_id,restaurant_id,food_id,price,rating,rating_count
633,75,6,10,632,259,5,4
634,75,6,10,633,119,4,40
635,178,6,10,634,28.57,4.2,7
636,96,6,10,635,28.57,4.2,17
637,151,6,10,636,0.95,4.3,132
638,16,6,10,637,30,4.3,10
639,103,6,11,638,60,4.5,37
640,129,6,11,639,60,4.7,50
641,117,6,11,640,240,4,82
642,206,6,11,641,290,4.9,21
643,211,6,11,642,310,4.3,201
644,96,6,11,643,280,4.2,72
645,16,6,11,644,250,4.3,153
646,208,6,11,645,240,4.1,31
647,1,6,11,646,290,4.4,96
648,191,6,11,647,290,4.3,392
649,212,6,11,648,290,4.6,85
650,154,6,11,649,310,4.4,147
651,150,6,11,650,230,4.7,88
652,126,6,11,651,295,4.6,25
653,118,6,11,652,300,4.5,161
654,96,6,11,653,280,4.4,48
655,85,6,11,654,225,4.8,50
656,71,6,11,655,290,4.2,27
657,210,6,11,656,310,3.9,16
658,87,6,11,657,300,4.6,125
659,96,5,12,658,269,4.3,0
660,22,5,12,659,269,4.4,32
661,127,5,12,660,309,4.3,0
662,38,5,12,661,309,4.3,0
663,139,5,12,662,309,4.3,0
664,135,5,12,663,259,4.2,32
665,35,5,12,664,259,4.4,32
666,96,5,12,665,309,3.9,19
667,18,5,12,666,309,4.1,10
668,170,5,12,667,309,4,19
669,166,5,12,668,309,4.1,51
670,102,5,12,518,319,4.8,6
671,90,5,12,669,309,4.5,21
672,103,5,12,519,319,4.8,14
673,29,5,12,670,319,4.8,7
674,6,5,12,671,319,4.5,33
675,125,5,12,672,319,4.6,12
676,131,5,12,673,319,4.5,23
677,117,5,12,674,319,4.1,14
678,110,5,12,675,319,4.4,7
679,96,5,12,676,59,4.2,40
680,96,5,12,677,59,4.3,21
681,29,5,12,678,59,4.4,11
682,164,5,12,679,99,4.1,20
683,96,5,12,534,57,4.2,18
684,196,5,12,535,57,4.4,8
685,76,5,12,536,118.75,4.9,1
686,132,5,12,537,118.75,4.6,2
687,213,5,12,539,99,4.3,1
688,110,5,12,538,99,4.7,4
689,80,5,12,540,99,4.9,3
690,187,5,12,541,99,4.8,4
691,26,5,12,542,28.5,4.2,2
692,101,5,12,680,20,4.5,9
693,54,5,12,681,20,4.3,0
694,63,5,12,682,20,4.3,0
695,11,5,12,683,20,4.3,0
696,96,5,12,684,20,4.3,0
697,96,7,13,685,339,4.3,0
698,62,7,13,686,299,4.3,0
699,2,7,13,687,279,3.6,4
700,88,7,13,688,279,4.5,134
701,78,7,13,689,259,4.3,0
702,96,7,13,690,299,4.3,0
703,77,7,13,691,269,4.3,0
704,179,7,13,692,349,4.8,13
705,214,7,13,693,299,4.2,72
706,47,7,13,694,299,4.2,23
707,203,7,13,695,329,4.3,0
708,31,7,13,696,349,4,15
709,193,7,13,697,339,4.4,53
710,85,7,13,698,339,4.4,27
711,96,7,13,699,349,4.1,12
712,92,7,13,700,349,4,17
713,172,7,13,701,349,4.7,11
714,66,7,13,702,379,4.6,6
715,89,7,13,703,379,4.6,44
716,7,7,13,704,369,4.2,49
717,66,7,13,705,339,4.3,0
718,212,7,13,706,419,4.3,0
719,117,7,13,707,399,4.3,0
720,109,7,13,708,399,4.3,0
721,18,7,13,709,299,4.3,0
722,27,7,13,710,379,4.3,0
723,116,7,13,711,159,3.9,2
724,215,7,13,712,219,5,4
725,113,7,13,713,249,2.1,3
726,159,7,13,714,279,4.3,0
727,133,7,13,715,379,4.1,25
728,216,7,13,716,379,4.1,2
729,127,7,13,717,379,4.9,6
730,107,7,13,718,379,4.1,22
731,126,7,13,719,249,4.3,0
732,18,7,13,720,239,4.3,0
733,111,7,13,721,219,3.1,3
734,40,7,13,722,249,4.7,9
735,153,7,13,723,239,3.9,7
736,112,7,13,724,229,4.4,1
737,110,7,13,725,289,3.9,4
738,149,7,13,726,349,4.6,4
739,156,7,13,727,349,4.2,5
740,134,7,13,728,379,4.3,0
741,206,7,13,729,379,4.2,1
742,89,7,13,730,429,4.5,1
743,113,7,13,731,389,4.2,2
744,214,7,13,732,549,5,4
745,138,7,13,733,439,4.6,5
746,186,7,13,734,449,4.1,2
747,149,7,13,735,449,4.5,7
748,96,7,13,736,3499,4.3,0
749,96,7,13,737,1999,4.3,0
750,169,7,13,738,339,4.3,0
751,89,7,13,739,379,4.3,0
752,96,7,13,740,329,4.3,0
753,213,7,13,741,369,4.3,0
754,136,7,13,742,2999,4.3,0
755,205,7,13,743,1499,4.3,0
756,215,7,13,744,249,3.9,36
757,16,7,13,745,259,1.9,3
758,170,7,13,746,259,3,7
759,6,7,13,747,269,3.7,10
760,143,7,13,748,239,4.3,38
761,154,7,13,749,239,4.4,94
762,96,7,13,750,249,4.5,9
763,55,7,13,751,239,5,3
764,60,7,13,752,249,4.3,21
765,108,7,13,753,199,3.7,22
766,64,7,13,754,199,4.8,7
767,191,7,13,755,299,3.6,4
768,139,7,13,756,199,4.7,3
769,128,7,13,757,249,4.7,46
770,96,7,13,758,249,3.5,47
771,59,7,13,759,299,4.4,16
772,160,7,13,760,299,4,8
773,15,7,13,761,399,4.3,0
774,96,7,13,762,399,4.3,0
775,113,7,13,763,379,4.3,0
776,170,7,13,764,379,4.3,0
777,190,7,13,765,299,4.3,0
778,1,7,13,766,299,4.3,0
779,104,7,13,767,60,4.3,20
780,84,7,13,768,60,4.4,31
781,79,7,13,769,152,4.3,0
782,21,7,13,770,85,4.3,0
783,111,7,13,771,85,4.3,1
784,160,7,13,772,125,4.3,1
785,198,7,13,773,100,4.3,0
786,151,7,13,774,129,3.4,3
787,183,7,13,775,129,4.3,0
788,189,7,13,776,299,4.2,1
789,123,7,13,777,299,4.3,5
790,150,7,13,778,349,4.7,2
791,49,7,13,779,349,4.3,0
792,119,7,13,780,119,4,45
793,191,7,13,781,139,2.8,3
794,9,7,13,782,508,2.9,3
795,217,7,13,783,698,4.5,9
796,102,7,13,784,499,4.2,2
797,11,7,13,785,499,4.1,1
798,72,7,13,786,1199,4.5,3
799,202,7,13,787,999,5,3
800,96,7,13,788,1199,4.5,2
801,74,7,13,789,1199,3.9,1
802,207,7,13,790,30,4.2,1
803,96,2,14,791,569,4.6,9
804,55,2,14,792,419,4.6,44
805,96,2,14,793,319,4.6,16
806,150,2,14,794,419,4.6,17
807,23,2,14,795,299,4.4,13
808,157,2,14,796,319,4.3,8
809,182,2,14,797,419,4,9
810,168,2,14,798,139,4.2,48
811,192,2,14,799,139,3.9,16
812,213,2,14,800,139,4.3,56
813,164,2,14,801,139,3.9,34
814,37,2,14,802,139,4.6,85
815,121,2,14,803,169,4.1,69
